tree_id,type,x,y,z,radius,nx,ny,nz
0,leaf,17.08365507916803,6.829000527451523,6.908382824257247,0.09,0.0,0.0,1.0
0,leaf,15.993822406105345,8.106362725044882,2.9882193182399472,0.09,0.0,0.0,1.0
0,leaf,17.66230314371787,8.270469200200715,5.594979664179471,0.09,0.0,0.0,1.0
0,leaf,15.852279541956904,7.565017113215777,5.158480239737132,0.09,0.0,0.0,1.0
0,leaf,18.18150640064975,8.968754364808477,5.725536448067771,0.09,0.0,0.0,1.0
0,leaf,15.24702291646706,7.105755160578395,5.099555385814266,0.09,0.0,0.0,1.0
0,leaf,18.332396083443967,7.506729539637515,4.620795638079183,0.09,0.0,0.0,1.0
0,leaf,17.878215663764394,8.265293463233526,5.501768256289836,0.09,0.0,0.0,1.0
0,leaf,16.335495144659486,7.617760328775256,6.914903740262452,0.09,0.0,0.0,1.0
0,leaf,16.742046158659953,8.891842350757509,2.775983176778114,0.09,0.0,0.0,1.0
0,leaf,17.35889347959109,8.328857417582089,2.167233271859849,0.09,0.0,0.0,1.0
0,leaf,18.13928679291449,6.448311585817578,4.296837222444332,0.09,0.0,0.0,1.0
0,leaf,18.209579761460734,8.518448156947375,5.634953111611702,0.09,0.0,0.0,1.0
0,leaf,18.67381103940596,8.089273144493701,5.618668159658583,0.09,0.0,0.0,1.0
0,leaf,16.789346325056247,8.890499252245883,4.212933366514723,0.09,0.0,0.0,1.0
0,leaf,15.70804647035365,7.363158783412789,2.8118621005645172,0.09,0.0,0.0,1.0
0,leaf,16.589939014964987,9.214553922809772,2.511086001073111,0.09,0.0,0.0,1.0
0,leaf,18.056530694839623,8.312444967866352,5.599651854443875,0.09,0.0,0.0,1.0
0,leaf,15.558811423931244,8.428339611146068,3.4055547316118493,0.09,0.0,0.0,1.0
0,leaf,17.42717883837036,8.3519525407338,3.1202935971976964,0.09,0.0,0.0,1.0
0,leaf,17.11001615911359,7.322290534729091,3.381354357653513,0.09,0.0,0.0,1.0
0,leaf,16.566452259930486,7.903895351389636,5.7547674740495784,0.09,0.0,0.0,1.0
0,leaf,16.390784509045602,6.281623469088185,3.141905070812286,0.09,0.0,0.0,1.0
0,leaf,16.73628282675823,9.182520351366481,3.6181638015694606,0.09,0.0,0.0,1.0
0,leaf,17.641427918405487,6.955288612665332,3.613644441749946,0.09,0.0,0.0,1.0
0,leaf,17.896509123714193,8.526342949740409,6.511752067013921,0.09,0.0,0.0,1.0
0,leaf,17.15409146978561,9.17250906615223,5.328615948966127,0.09,0.0,0.0,1.0
0,leaf,18.252663430508452,7.686890420410009,3.6287421944831024,0.09,0.0,0.0,1.0
0,leaf,16.726945119810562,9.07938331809693,6.056251681182077,0.09,0.0,0.0,1.0
0,leaf,17.035533728951123,7.394789831886165,6.08356753273471,0.09,0.0,0.0,1.0
0,leaf,16.64649273666179,9.393151467837896,4.344183580414645,0.09,0.0,0.0,1.0
0,leaf,16.798598862900977,7.368199565561728,3.3150890899940966,0.09,0.0,0.0,1.0
0,leaf,15.794692893526717,7.797083769854569,2.3305955599106225,0.09,0.0,0.0,1.0
0,leaf,17.046612766045712,7.961132738856936,5.796872852920691,0.09,0.0,0.0,1.0
0,leaf,17.97922311955861,8.57970920577008,4.94029973967075,0.09,0.0,0.0,1.0
0,leaf,17.24885410979129,9.147399196564068,3.538539799672483,0.09,0.0,0.0,1.0
0,leaf,16.84242388453357,9.536024381552291,3.638039687455592,0.09,0.0,0.0,1.0
0,leaf,16.78728286146527,8.125302285042334,5.216445804587471,0.09,0.0,0.0,1.0
0,leaf,18.33710710467669,8.292645835722066,5.850736314459905,0.09,0.0,0.0,1.0
0,leaf,17.30050395916991,9.040732883677883,4.750264244412872,0.09,0.0,0.0,1.0
0,leaf,17.926190418862596,8.329414742492064,5.304940502668324,0.09,0.0,0.0,1.0
0,leaf,16.48755895282054,6.70014141101575,3.162256829299342,0.09,0.0,0.0,1.0
0,leaf,17.01514673068573,8.069910189142531,3.231212238575549,0.09,0.0,0.0,1.0
0,leaf,17.506510627835773,7.011257481957058,2.1800495584284816,0.09,0.0,0.0,1.0
0,leaf,17.132032078394,8.307595131318982,1.775494464029126,0.09,0.0,0.0,1.0
0,leaf,17.10397359213239,7.02660263483882,4.20923215355267,0.09,0.0,0.0,1.0
0,leaf,15.363247597850041,7.800109262543655,3.0913639957428862,0.09,0.0,0.0,1.0
0,leaf,17.142389981375263,9.239945109155869,5.497208528229065,0.09,0.0,0.0,1.0
0,leaf,16.795077224517758,7.131559874730501,6.067450720031141,0.09,0.0,0.0,1.0
0,leaf,17.59012579965872,7.335139991784963,2.411784696778337,0.09,0.0,0.0,1.0
0,leaf,17.407006358706784,9.013740464269997,6.497445567319117,0.09,0.0,0.0,1.0
0,leaf,16.386112896180673,8.146169775223422,5.596732098564341,0.09,0.0,0.0,1.0
0,leaf,17.32466373012642,6.7868525389200896,6.675849405681948,0.09,0.0,0.0,1.0
0,leaf,15.630057873324938,6.677237070146534,5.8494242532750285,0.09,0.0,0.0,1.0
0,leaf,17.26073906558591,9.342781085468035,4.490811156821665,0.09,0.0,0.0,1.0
0,leaf,17.323039145050558,7.696365804952616,1.7204734029908364,0.09,0.0,0.0,1.0
0,leaf,18.087072691361772,8.735941425240965,3.5445073220433736,0.09,0.0,0.0,1.0
0,leaf,15.696305027210308,8.227118296395002,6.449283652834938,0.09,0.0,0.0,1.0
0,leaf,16.743145574213255,7.303611134460722,5.542798970668989,0.09,0.0,0.0,1.0
0,leaf,18.08283829246851,7.969192872837995,3.9980243738514285,0.09,0.0,0.0,1.0
0,leaf,17.95696670554597,7.391585864609454,3.5631484663506967,0.09,0.0,0.0,1.0
0,leaf,16.75615275550785,6.297216577917411,4.240210600403199,0.09,0.0,0.0,1.0
0,leaf,18.562185779960657,7.967770137979361,3.498659919641721,0.09,0.0,0.0,1.0
0,leaf,18.49432814003139,8.530316746598826,4.714325592391867,0.09,0.0,0.0,1.0
0,leaf,18.24070824281812,8.250962653363231,4.977706023063112,0.09,0.0,0.0,1.0
0,leaf,17.84307555104944,6.6036051676624945,5.743260665126839,0.09,0.0,0.0,1.0
0,leaf,17.337457668629305,9.655473014716906,4.090921174788175,0.09,0.0,0.0,1.0
0,leaf,17.620880525723265,6.406303289417117,5.313730905343295,0.09,0.0,0.0,1.0
0,leaf,17.70551814478072,8.211746909560443,5.145112427215677,0.09,0.0,0.0,1.0
0,leaf,18.721575639279532,7.562187044253384,5.58759175126135,0.09,0.0,0.0,1.0
0,leaf,15.78244532695105,8.69102538954984,3.552048446814453,0.09,0.0,0.0,1.0
0,leaf,15.434396399878235,7.085144035714205,4.10060017664778,0.09,0.0,0.0,1.0
0,leaf,16.79456505504679,8.95248032100582,4.622114567865654,0.09,0.0,0.0,1.0
0,leaf,16.880394433244934,7.327876900384759,6.295456232277642,0.09,0.0,0.0,1.0
0,leaf,16.627522140655486,8.461963892150402,2.5522879367153823,0.09,0.0,0.0,1.0
0,leaf,17.78496572860889,8.65613296629155,5.280361317101506,0.09,0.0,0.0,1.0
0,leaf,17.256232845163215,7.028866729042349,2.223182831197871,0.09,0.0,0.0,1.0
0,leaf,16.44226274271717,6.712218973880202,5.893063322743587,0.09,0.0,0.0,1.0
0,leaf,18.214537560500094,7.1667619181384135,5.976064218385595,0.09,0.0,0.0,1.0
0,leaf,15.846192509147787,8.014713789550907,2.482868369598441,0.09,0.0,0.0,1.0
0,leaf,18.06470518855145,8.110339399024483,3.6624798478352387,0.09,0.0,0.0,1.0
0,leaf,17.837882409703653,7.746891498040759,5.940026830204163,0.09,0.0,0.0,1.0
0,leaf,17.815109977006212,6.624622119860609,4.297008986353839,0.09,0.0,0.0,1.0
0,leaf,18.188151232174995,6.807835282171213,3.8923070583722534,0.09,0.0,0.0,1.0
0,leaf,17.655007989503083,7.156550310205567,6.505374613532444,0.09,0.0,0.0,1.0
0,leaf,18.456146415249556,6.735084879665511,3.9318314436102106,0.09,0.0,0.0,1.0
0,leaf,17.51680288130299,7.949797900540267,1.9596942985161512,0.09,0.0,0.0,1.0
0,leaf,17.148981678560585,7.475020191335668,2.4176888204926668,0.09,0.0,0.0,1.0
0,leaf,17.666931731029393,7.348121447968342,6.7048389746977985,0.09,0.0,0.0,1.0
0,leaf,15.875003161937808,8.015841843100196,4.33660938974467,0.09,0.0,0.0,1.0
0,leaf,17.781800574698334,7.803406150610748,7.024802098927335,0.09,0.0,0.0,1.0
0,leaf,16.600654579013764,8.83498395441471,2.0647950533565083,0.09,0.0,0.0,1.0
0,leaf,18.491834223668317,7.828342495217628,5.637262719764967,0.09,0.0,0.0,1.0
0,leaf,16.704158966094198,9.135690787404743,5.192521740111203,0.09,0.0,0.0,1.0
0,leaf,18.50504576451174,8.558813972075788,5.39246505079077,0.09,0.0,0.0,1.0
0,leaf,15.997854372877836,7.255797385466854,2.7777619801476514,0.09,0.0,0.0,1.0
0,leaf,17.34143673340544,9.066391017460884,3.1999015235418,0.09,0.0,0.0,1.0
0,leaf,16.834083685874383,8.275781971328271,3.015505253726919,0.09,0.0,0.0,1.0
0,leaf,16.409903616080854,8.945251321602585,5.353902079103205,0.09,0.0,0.0,1.0
0,leaf,17.501114065324217,8.045677008335304,4.260354978710563,0.09,0.0,0.0,1.0
0,leaf,17.819095272252767,6.6461126660143925,5.07786562877564,0.09,0.0,0.0,1.0
0,leaf,17.8496752046565,7.43120574472996,4.816925786875167,0.09,0.0,0.0,1.0
0,leaf,16.974043930902855,8.466005715478733,3.575804765376132,0.09,0.0,0.0,1.0
0,leaf,17.664799868542318,8.298706842535998,5.0600259673928125,0.09,0.0,0.0,1.0
0,leaf,16.51077338178989,7.537320298323047,3.5445334074280286,0.09,0.0,0.0,1.0
0,leaf,17.78274062431448,8.368573261298929,7.029080991022077,0.09,0.0,0.0,1.0
0,leaf,16.703726104606332,8.106076860024734,6.2432166372793825,0.09,0.0,0.0,1.0
0,leaf,16.48246800288996,8.585343015162385,6.877894835433529,0.09,0.0,0.0,1.0
0,leaf,17.73929915203116,8.752814830624256,5.091132104575195,0.09,0.0,0.0,1.0
0,leaf,18.46364590591737,6.9981643674549545,3.716110062478508,0.09,0.0,0.0,1.0
0,leaf,16.59413053809024,8.139143444771427,7.270051385113242,0.09,0.0,0.0,1.0
0,leaf,15.680772127536425,8.68256563892638,6.235823650592765,0.09,0.0,0.0,1.0
0,leaf,17.06773199345439,6.045604382981865,3.361816635642291,0.09,0.0,0.0,1.0
0,leaf,17.73039027384953,8.321349954783457,4.084685160831326,0.09,0.0,0.0,1.0
0,leaf,15.397047605067515,7.975194323871328,5.40881420067245,0.09,0.0,0.0,1.0
0,leaf,15.136632909545543,7.690993046164593,3.346693943382752,0.09,0.0,0.0,1.0
0,leaf,17.42978788120073,8.690445220853572,1.9729779737591455,0.09,0.0,0.0,1.0
0,leaf,15.805294645284679,8.246961331921618,2.299405711792592,0.09,0.0,0.0,1.0
0,leaf,17.196557439238852,7.232796401179343,1.9046478084807212,0.09,0.0,0.0,1.0
0,leaf,15.923189607857765,8.778152707073845,4.7550196971902325,0.09,0.0,0.0,1.0
0,leaf,17.8977880824948,6.595474719966088,5.151808753741804,0.09,0.0,0.0,1.0
0,leaf,17.318818416185977,8.605993752834701,6.03893938737139,0.09,0.0,0.0,1.0
0,leaf,16.02772760664356,6.697775867590957,5.271358470664403,0.09,0.0,0.0,1.0
0,leaf,16.032093318986174,8.804782557578614,5.319965191237883,0.09,0.0,0.0,1.0
0,leaf,17.769028724873305,8.312708829445295,3.5481848803278044,0.09,0.0,0.0,1.0
0,leaf,15.568335307028384,9.168000092587674,5.010053470233039,0.09,0.0,0.0,1.0
0,leaf,15.692282027167005,9.01255585865356,6.064484461693564,0.09,0.0,0.0,1.0
0,leaf,15.84485012575151,8.683900480452493,4.183189116527989,0.09,0.0,0.0,1.0
0,leaf,18.548444688357705,8.133015220589778,6.202264984278165,0.09,0.0,0.0,1.0
0,leaf,16.269183497081457,7.516427833748828,6.0019614217423936,0.09,0.0,0.0,1.0
0,leaf,18.033513797733868,7.267560954354216,6.41921211508836,0.09,0.0,0.0,1.0
0,leaf,16.68287803129752,6.057528744426907,3.735352184511016,0.09,0.0,0.0,1.0
0,leaf,17.74546853561266,8.393933923485246,2.787854744685027,0.09,0.0,0.0,1.0
0,leaf,17.617820605950907,6.543717779062657,2.6826962293228567,0.09,0.0,0.0,1.0
0,leaf,16.609365056941083,7.782858251362674,1.5541212949900314,0.09,0.0,0.0,1.0
0,leaf,18.284886557237982,7.68102243714989,3.403838354166391,0.09,0.0,0.0,1.0
0,leaf,16.007292720541773,6.24340344629489,4.160005223755739,0.09,0.0,0.0,1.0
0,leaf,17.07895380392172,7.278002254568541,6.281888751450564,0.09,0.0,0.0,1.0
0,leaf,17.408284617596347,7.292040517610701,3.3349158005211477,0.09,0.0,0.0,1.0
0,leaf,16.609995786031327,8.260597196039239,3.513225014256984,0.09,0.0,0.0,1.0
0,leaf,16.35719859138159,9.647068253603372,4.402468881769065,0.09,0.0,0.0,1.0
0,leaf,17.83171799697631,8.49326580126387,4.807560352421049,0.09,0.0,0.0,1.0
0,leaf,16.99458292877255,6.933752313035996,2.3079425801022544,0.09,0.0,0.0,1.0
0,leaf,15.708963185034918,8.182275933860502,6.088269512744733,0.09,0.0,0.0,1.0
0,leaf,18.35508269970721,7.831465250453107,4.023696178161659,0.09,0.0,0.0,1.0
0,leaf,17.831221021816138,7.872641473349519,4.029754137419124,0.09,0.0,0.0,1.0
0,leaf,16.59610078190834,8.93181499447341,2.5623929119504023,0.09,0.0,0.0,1.0
0,leaf,18.187063323145743,6.563624182987445,5.724703992332589,0.09,0.0,0.0,1.0
0,leaf,16.87405810199241,8.34869826894,5.073889068963534,0.09,0.0,0.0,1.0
0,leaf,18.279712206578168,7.642798064501408,6.5420339037652315,0.09,0.0,0.0,1.0
0,leaf,17.194543250283346,9.048443628245245,6.030815545238996,0.09,0.0,0.0,1.0
0,leaf,15.843809181593167,7.8735505389548095,4.126660341845544,0.09,0.0,0.0,1.0
0,leaf,16.307840658204587,8.459031061791503,4.641100231527039,0.09,0.0,0.0,1.0
0,leaf,17.410189745433623,8.989110686206363,3.524481126504764,0.09,0.0,0.0,1.0
0,leaf,15.612456119137976,7.223354217469222,3.7932665708692284,0.09,0.0,0.0,1.0
0,leaf,15.308456970150061,7.582838102954544,5.804611543411847,0.09,0.0,0.0,1.0
0,leaf,15.82306346886684,8.4359379392719,5.025993474592025,0.09,0.0,0.0,1.0
0,leaf,16.455664530983576,8.788969005231468,3.092534228026631,0.09,0.0,0.0,1.0
0,leaf,17.03352881364198,7.684040128293756,4.0415016258397705,0.09,0.0,0.0,1.0
0,leaf,17.510334458367122,7.973126170559566,1.6632831937458477,0.09,0.0,0.0,1.0
0,leaf,17.8339269098601,6.339279628842498,5.541824921203279,0.09,0.0,0.0,1.0
0,leaf,15.561860560157447,6.770450861180477,4.904366432923665,0.09,0.0,0.0,1.0
0,leaf,16.0879003283722,6.759963859814018,2.6002952538721327,0.09,0.0,0.0,1.0
0,leaf,17.685739683703478,8.430085701303918,2.3320037766295165,0.09,0.0,0.0,1.0
0,leaf,15.67230287938428,7.256668559612709,2.537799322141451,0.09,0.0,0.0,1.0
0,leaf,16.303155991228195,7.849181144345303,6.590257470885958,0.09,0.0,0.0,1.0
0,leaf,18.27222483311783,7.2117377383964,2.8767935378024667,0.09,0.0,0.0,1.0
0,leaf,16.59570076554186,6.609914729033638,5.323743688846902,0.09,0.0,0.0,1.0
0,leaf,18.27933982457935,8.423448804187055,3.132680698624281,0.09,0.0,0.0,1.0
0,leaf,15.722505179017972,9.038674342466189,3.2478177380668125,0.09,0.0,0.0,1.0
0,leaf,18.021063835511768,7.5888757236987825,4.980874983370699,0.09,0.0,0.0,1.0
0,leaf,18.33888628903149,6.564201853258528,5.187034431634397,0.09,0.0,0.0,1.0
0,leaf,16.72073045743118,6.45701945380363,5.846518154666303,0.09,0.0,0.0,1.0
0,leaf,15.517571984289177,7.195829155531361,5.539406240615055,0.09,0.0,0.0,1.0
0,leaf,17.140809876711987,7.930856649924852,1.9512048933358193,0.09,0.0,0.0,1.0
0,leaf,16.44030331872881,7.775982093695638,5.8646771800448345,0.09,0.0,0.0,1.0
0,leaf,16.736276809150578,8.142025000964956,2.5450702855755516,0.09,0.0,0.0,1.0
0,leaf,15.959812957759041,7.164609640673886,4.083646905251559,0.09,0.0,0.0,1.0
0,leaf,16.449043700640335,8.755755219312377,6.104884725118566,0.09,0.0,0.0,1.0
0,leaf,17.575797676694158,7.488130794834692,3.8214301105544974,0.09,0.0,0.0,1.0
0,leaf,16.81141024232029,6.7329342706712545,5.377830912103711,0.09,0.0,0.0,1.0
0,leaf,17.491374046824237,6.091761535877972,5.056726265903208,0.09,0.0,0.0,1.0
0,leaf,15.95590919595554,8.541182436019618,3.3772088602581043,0.09,0.0,0.0,1.0
0,leaf,16.90347191572673,7.280474998624616,2.9522749512180213,0.09,0.0,0.0,1.0
0,leaf,15.304499544021844,7.198055845653371,3.105906058549891,0.09,0.0,0.0,1.0
0,leaf,17.419117287648653,8.805056058731063,2.104674463223456,0.09,0.0,0.0,1.0
0,leaf,16.272567961954355,9.405102528621507,5.33056080912364,0.09,0.0,0.0,1.0
0,leaf,17.84830456173855,6.89167444957304,6.025740561956803,0.09,0.0,0.0,1.0
0,leaf,17.205564663544486,8.658889608910334,4.190720549485456,0.09,0.0,0.0,1.0
0,leaf,16.988488539659453,8.423863352298556,1.7417545797975436,0.09,0.0,0.0,1.0
0,leaf,18.46493646554854,8.075571733892087,2.8024865758879725,0.09,0.0,0.0,1.0
0,leaf,17.314650395398594,9.031274433526713,2.9233753496302537,0.09,0.0,0.0,1.0
0,leaf,17.975226416121835,7.302156709737369,4.3021363417070315,0.09,0.0,0.0,1.0
0,leaf,16.015817982505496,7.54110580386339,2.37799266685016,0.09,0.0,0.0,1.0
0,leaf,16.578577049651525,6.0651576286252435,5.239273308484359,0.09,0.0,0.0,1.0
0,leaf,16.97034091596959,9.283645677755276,4.923502725818187,0.09,0.0,0.0,1.0
0,leaf,15.718043638935185,7.798322374802611,6.8441039509696395,0.09,0.0,0.0,1.0
0,leaf,16.647934465747873,9.51864784117494,3.1292178039698855,0.09,0.0,0.0,1.0
0,leaf,16.65702162992063,6.355885941927336,5.642039355931368,0.09,0.0,0.0,1.0
0,leaf,18.05854441508508,7.940739724285841,6.787911911655863,0.09,0.0,0.0,1.0
0,leaf,17.898537936759258,6.997611254485193,4.959880379025007,0.09,0.0,0.0,1.0
0,leaf,16.56507878802497,8.132397745561747,2.4459741475876413,0.09,0.0,0.0,1.0
0,leaf,18.068149483876397,8.522917507125232,5.739443676357157,0.09,0.0,0.0,1.0
0,leaf,18.169120618714032,7.928850451565076,3.2862743752665313,0.09,0.0,0.0,1.0
0,leaf,15.462792635333653,6.5747583186075875,5.078777678176026,0.09,0.0,0.0,1.0
0,leaf,17.94462984480427,8.425703572221384,3.7758307729885865,0.09,0.0,0.0,1.0
0,leaf,18.38995186719098,7.880006291618489,6.0972331861276405,0.09,0.0,0.0,1.0
0,leaf,16.527995138282336,7.3189543357129185,6.456527287405567,0.09,0.0,0.0,1.0
0,leaf,18.13160539140367,6.730940207014766,4.683675886408278,0.09,0.0,0.0,1.0
0,leaf,15.341762495852537,8.191878033697204,5.392494147589961,0.09,0.0,0.0,1.0
0,leaf,16.532807152295646,6.629588420827645,5.20127222240268,0.09,0.0,0.0,1.0
0,leaf,16.800339401296245,7.419269318635885,3.669474185154419,0.09,0.0,0.0,1.0
0,leaf,16.094676160418,7.992025060088565,3.413037866917433,0.09,0.0,0.0,1.0
0,leaf,17.813642235834617,9.433808372377895,4.083171866305047,0.09,0.0,0.0,1.0
0,leaf,16.497849460935946,6.0802934504827615,5.0720320736350875,0.09,0.0,0.0,1.0
0,leaf,15.345657620958852,7.061243681638988,5.136019463462157,0.09,0.0,0.0,1.0
0,leaf,15.38009614287712,9.058805377041203,4.166217608285238,0.09,0.0,0.0,1.0
0,leaf,17.649395023397894,7.042343659350359,3.4508189138001306,0.09,0.0,0.0,1.0
0,leaf,16.062200189951692,6.236190074397979,5.364108880599117,0.09,0.0,0.0,1.0
0,leaf,17.20883467855633,9.004008529801144,4.372891168186081,0.09,0.0,0.0,1.0
0,leaf,18.144284160961995,7.428175967857237,5.312162369035358,0.09,0.0,0.0,1.0
0,leaf,15.52144391804514,6.7600949925605365,4.83138716089446,0.09,0.0,0.0,1.0
0,leaf,16.55221992544412,8.978059186299097,2.671625300560396,0.09,0.0,0.0,1.0
0,leaf,17.460958193147217,8.223907010023506,2.2324490273854494,0.09,0.0,0.0,1.0
0,leaf,17.273662941603256,6.011902467622443,5.110003731128253,0.09,0.0,0.0,1.0
0,leaf,17.055734412399623,7.134833295391903,3.0316472873096334,0.09,0.0,0.0,1.0
0,leaf,15.361775884381656,8.202323277352143,5.8303233226754445,0.09,0.0,0.0,1.0
0,leaf,18.28216933830546,8.465362232889708,6.227818195690181,0.09,0.0,0.0,1.0
0,leaf,15.399660886033168,7.958384010553671,4.379908635785825,0.09,0.0,0.0,1.0
0,leaf,16.328808243016226,7.882945301063362,3.013142836727655,0.09,0.0,0.0,1.0
0,leaf,17.134156793100775,6.859907119943754,5.0635240528633565,0.09,0.0,0.0,1.0
0,leaf,16.546057589792632,7.84012434146064,3.361428597543,0.09,0.0,0.0,1.0
0,leaf,16.70499078127738,7.804544972535062,3.9056673265834525,0.09,0.0,0.0,1.0
0,leaf,17.107467018697584,8.007670101602605,5.083231304892712,0.09,0.0,0.0,1.0
0,leaf,17.363093854914954,8.893998517774246,2.5217105502264223,0.09,0.0,0.0,1.0
0,leaf,16.49117326352649,8.523035419341586,4.249973007231306,0.09,0.0,0.0,1.0
0,leaf,17.336523220213895,8.790152595949142,2.269045533404902,0.09,0.0,0.0,1.0
0,leaf,18.485177068800578,6.886359664484806,4.400732824480839,0.09,0.0,0.0,1.0
0,leaf,18.202659426176268,8.570714936856774,5.105276155637538,0.09,0.0,0.0,1.0
0,leaf,17.602316668594803,7.507687203352628,5.3541605360221505,0.09,0.0,0.0,1.0
0,leaf,17.110390053436674,6.969554618080657,7.057751632412147,0.09,0.0,0.0,1.0
0,leaf,17.05658632949931,7.288303587639102,3.193935089568257,0.09,0.0,0.0,1.0
0,leaf,15.917302190162712,7.34439776647565,4.805339842436353,0.09,0.0,0.0,1.0
0,leaf,18.133577070127185,8.556088184703764,4.9689848771129395,0.09,0.0,0.0,1.0
0,leaf,17.598321570675846,8.547207798764232,4.462065287447729,0.09,0.0,0.0,1.0
0,leaf,15.470609312405106,7.307322261566625,3.6283649475568187,0.09,0.0,0.0,1.0
0,leaf,16.491643978164923,6.403320361311399,3.6642877659414532,0.09,0.0,0.0,1.0
0,leaf,18.496847933497314,6.738075713198613,4.1569039246476205,0.09,0.0,0.0,1.0
0,leaf,18.86069731388108,7.60544012473955,4.646916587656687,0.09,0.0,0.0,1.0
0,leaf,16.68047126607451,9.013308525264097,4.317533463134176,0.09,0.0,0.0,1.0
0,leaf,16.79637023908483,8.101256347523854,4.530455583316822,0.09,0.0,0.0,1.0
0,leaf,15.596697949476376,6.826832347741169,5.682079031176103,0.09,0.0,0.0,1.0
0,leaf,16.510721939999705,7.2565314959380895,7.014552332916445,0.09,0.0,0.0,1.0
0,leaf,17.40199572105495,7.792706246074628,5.11726440548798,0.09,0.0,0.0,1.0
0,leaf,16.505223935522615,8.531467503970653,5.526525406907496,0.09,0.0,0.0,1.0
0,leaf,17.502778587342224,8.496544209675815,3.187273722582068,0.09,0.0,0.0,1.0
0,leaf,16.973714156851692,9.072585800918237,2.9405126359878055,0.09,0.0,0.0,1.0
0,leaf,16.465506598339648,7.972759008044555,5.900880411386905,0.09,0.0,0.0,1.0
0,leaf,17.931244829556576,8.177354440434637,2.987471707081598,0.09,0.0,0.0,1.0
